radio,ரேடியோ
thozhilaagiya,தொழிலாகிய
maruthuva,மருத்துவத்
thozhilai,தொழிலை
nugarvor,நுகர்வோர்
sattathil,சட்டத்தில்
irundhu,இருந்து
vilakku,விலக்கு
alikka,அளிக்க
mudiyadhu,முடியாது
avvaaru,அவ்வாறு
vilakku,விலக்கு
alikka,அளிக்க
muyalvathu,முயல்வது
muraiyattradhu,முறையற்றது
thavaraanadhu,தவறானது
migavum,மிகவும்
keezhthanamaana,கீழ்த்தரமான
muyarchiyum,முயற்சியும்
kooda,கூட
enbadhu,என்பது
arudaiya,அருடைய
theerpin,தீர்ப்பின்
saaram,சாரம்
avar,அவர்
idharku,இதற்கு
munnar,முன்னர்
vazhakathil,வழக்கத்தில்
irundhu,இருந்து
vandha,வந்த
maruthuvar,மருத்துவர்
noyaali,நோயாளி
uravai,உறவை
maru,மறு
aaivu,ஆய்வு
seidhu,செய்து
adharku,அதற்கு
oru,ஒரு
pudhiya,புதிய
vilakkathai,விளக்கத்தை
alithullar,அளித்துள்ளார்
</s>,</s>
aanma,ஆன்ம
dhasakaariyam,தசகாரியம்
ena,என
varumbodhu,வரும்போது
aanmalaabam,ஆன்மலாபம்
enbadhai,என்பதைச்
serndhu,சேர்த்து
11,11
ena,என
innool,இந்நூல்
kuripidugiradhu,குறிப்பிடுகிறது
</s>,</s>
indha,இந்தப்
palliyil,பள்ளியில்
aaru,ஆறு
mudhal,முதல்
panirandaam,பன்னிரண்டாம்
vaguppu,வகுப்பு
varai,வரை
kalvi,கல்வி
kattru,கற்றுக்
kodukkappadugiradhu,கொடுக்கப்படுகிறது
</s>,</s>
sanmugam,சண்முகம்
enbavar,என்பவர்
tamilnaatil,தமிழ்நாட்டில்
ulla,உள்ள
oru,ஒரு
arasiyal,அரசியல்
thalaivar,தலைவர்
aavar,ஆவார்
</s>,</s>
eninum,எனினும்
avaradhu,அவரது
otta,ஓட்ட
muyarchi,முயற்சி
ulaga,உலக
muzhuvadhum,முழுவதும்
oru,ஒரு
vizhippunarvai,விழிப்புணர்வை
erppaduthiyadhu,ஏற்படுத்தியது
</s>,</s>
sooriyan,சூரியன்
thula,துலா
madhathil,மாதத்தில்
sanjarikkum,சஞ்சரிக்கும்
velaiyil,வேளையில்
sandhiranai,சந்திரனை
sandhikkum,சந்திக்கும்
amaavasai,அமாவாசை
naalil,நாளில்
lakshmiyai,லக்ஷ்மியை
aaradhanai,ஆராதனை
seidhaal,செய்தால்
anaithu,அனைத்து
nalangalum,நலன்களும்
kidaikkum,கிடைக்கும்
ena,என
nambappadugiradhu,நம்பபடுகிறது
</s>,</s>
achchadhura,அச்சதுர
aniyin,அணியின்
uruppugal,உறுப்புகள்
oru,ஒரு
neriyal,நேரியல்
samanbaadugalin,சமன்பாடுகளின்
thoguppin,தொகுப்பின்
kunagangalaaga,குணகங்களாக
irukkumbodhu,இருக்கும்போது
andha,அந்த
aniyin,அணியின்
anikkovaiyin,அணிக்கோவையின்
madhippu,மதிப்பு
boojjiyamaaga,பூச்சியமாக
illaamal,இல்லாமல்
irundhaal,இருந்தால்
irundhaal,இருந்தால்
mattume,மட்டுமே
if,if
and,and
only,only
if,if
achchamanbaadugalin,அச்சமன்பாடுகளின்
theervu,தீர்வு
thaniththanmai,தனித்தன்மை
vaindhadhaaga,வாய்ந்ததாக
irukkum,இருக்கும்
</s>,</s>
pianosa,பியனொசா
pianosa,Pianosa
enbadhu,என்பது
thirreniyak,திர்ரேனியக்
kadalil,கடலில்
amaindhulla,அமைந்துள்ள
thasukkan,தசுக்கன்
theevukkoottathil,தீவுக்கூட்டத்தில்
amaindhulla,அமைந்துள்ள
iththaliyath,இத்தாலியத்
theevu,தீவு
aagum,ஆகும்
</s>,</s>
idhanaal,இதனால்
magizhndha,மகிழ்ந்த
piraman,பிரமன்
avan,அவன்
mun,முன்
thonri,தோன்றி
avanukku,அவனுக்கு
mayil,மயில்
ponra,போன்ற
azhagum,அழகும்
madham,மதம்
konda,கொண்ட
yaanaiyai,யானையை
oththa,ஒத்த
valimaiyum,வலிமையும்
konda,கொண்ட
oru,ஒரு
magal,மகள்
pirappaal,பிறப்பாள்
ena,என
varam,வரம்
arulinaar,அருளினார்
</s>,</s>
ivarukku,இவருக்கு
kanipporith,கணிப்பொறித்
thuraiyil,துறையில்
panipuriyum,பணிபுரியும்
moonru,மூன்று
aanmakkal,ஆண்மக்கள்
undu,உண்டு
</s>,</s>
matrum,மற்றும்
idhu,இது
adhi,அதி
urainilai,உறைநிலை
erimalaigalaiyum,எரிமலைகளையும்
kondirukkalaam,கொண்டிருக்கலாம்
ena,என
karudhappadugiradhu,கருதப்படுகிறது
</s>,</s>
mersal,மெர்சல்
thiraipadam,திரைப்படம்
isaiyamaippalar,இசையமைப்பாளர்
a,ஏ
</s>,</s>
calcium,கால்சியம்
carbonate,கார்பனேட்டு
matrum,மற்றும்
kanima,கனிம
neer,நீர்
karaisalgalil,கரைசல்களில்
irundhu,இருந்து
veezhpadivaaginra,வீழ்படிவாகின்ற
idhara,இதர
kanimangal,கனிமங்கள்
padivadhaal,படிவதால்
putruppaaraigal,புற்றுப்பாறைகள்
thonruginrana,தோன்றுகின்றன
</s>,</s>
newyork,நியூயோர்க்
times,டைம்சு
</s>,</s>
vasavasamuthiram,வசவசமுத்திரம்
tholliyal,தொல்லியல்
kalam,களம்
indhiyavin,இந்தியாவின்
thamizhnaadu,தமிழ்நாடு
maanilathil,மாநிலத்தில்
kancheepuram,காஞ்சிபுரம்
maaattathil,மாவட்டத்தில்
thirukkazhukunram,திருக்கழுகுன்றம்
ooratchi,ஊராட்சி
onriyathil,ஒன்றியத்தில்
ulla,உள்ள
vasuvasamuthiram,வசுவசமுத்திரம்
ooratchiyil,ஊராட்சியில்
paalaatrin,பாலாற்றின்
karai,கரை
aruge,அருகே
amaindhulladhu,அமைந்துள்ளது
</s>,</s>
marunaal,மறுநாள்
kaalai,காலை
thiresiya,திரேசிய
padaigal,படைகள்
vizhithezhundha,விழித்தெழுந்த
pozhudhu,பொழுது
thaam,தாம்
sutri,சுற்றி
valaitha,வளைத்த
alexanderin,அலெக்ஸாண்டரின்
padaigal,படைகள்
tharpozhudhu,தற்பொழுது
thangalai,தங்களை
sutri,சுற்றி
valaithiruppadhai,வலைத்திருப்பதை
unarndhanar,உணர்ந்தனர்
</s>,</s>
inniral,இந்நிரல்
mozhi,மொழி
calvin,காவின்
wood,வுட்
christian,கிரிஸ்டியன்
reitweissner,ரெயட்வியஸ்னர்
alex,அலெக்ஸ்
peeraxasi,பீரக்சாசி
lian,லியான
huskian,ஹஸ்கியன்
yochi,யோச்சி
hirai,ஹிராய்
ullitta,உள்ளிட்ட
palveru,பல்வேறு
eethareeyam,ஈத்தரீயம்
uruvakkunargalal,உருவாக்குனர்களால்
thiran,திறன்
kuthagaigal,குத்தகைகள்
uruvaakka,உருவாக்க
kattamaikkappattadhu,கட்டமைக்கப்பட்டது
</s>,</s>
sadhanandham,சதானந்தம்
</s>,</s>
silar,சிலர்
ivanaik,இவனைக்
kurikkum,குறிக்கும்
sariyaana,சரியான
peyar,பெயர்
paadhugaa,பாதுகா
magaaraasaa,மகாராசா
enbadhe,என்பதே
enrum,என்றும்
saamaaniyargal,சாமானியர்கள்
mannan,மன்னன்
peyarsolli,பெயர்சொல்லி
azhaikkum,அழைக்கும்
vazhakkam,வழக்கம்
irundhathillai,இருந்ததில்லை
enbathaal,என்பதால்
avan,அவன்
kaalanigalai,காலணிகளை
paadugai,பாதுகை
vaithe,வைத்தே
mariyadhaiyudan,மரியாதையுடன்
azhaikkappattan,அழைக்கப்பட்டான்
enbar,என்பர்
</s>,</s>
kuzhooukkuri,குழூஉக்குறி
enbadhu,என்பது
oru,ஒரு
sol,சொல்
mattume,மட்டுமே
</s>,</s>
ivar,இவர்
enthavoru,எந்தவொரு
thervuth,தேர்வுத்
thuduppaattap,துடுப்பாட்டப்
pottiyilum,போட்டியிலும்
kalanthu,கலந்து
kollavillai,கொள்ளவில்லை
</s>,</s>
idhuponru,இதுபோன்று
pala,பல
kiraamak,கிராமக்
koyilgalilum,கோயில்களிலும்
kaanamudigiradhu,காணமுடிகிறது
</s>,</s>
idhu,இது
mumbaiyil,மும்பையில்
ulla,உள்ள
periya,பெரிய
siraichalai,சிறைச்சாலை
enbadhum,என்பதும்
kurippidathakkadhu,குறிப்பிடத்தக்கது
</s>,</s>
2001-03,2001-03
kaalakattathil,காலகட்டத்தில்
newline,நியூலைன்
cinema,சினிமா
niruvanam,நிறுவனம்
the,தி
lord,லார்ட்
of,ஆஃப்
the,தி
rings,ரிங்ஸ்
pudhinathai,புதினத்தை
moonru,மூன்று
padangalaaga,படங்களாக
veliyittadhu,வெளியிட்டது
</s>,</s>
utharaanjal,உத்தராஞ்சல்
rajya,ராஜ்ய
sagakaari,சககாரி
